ID,Relationship_Status,Income,Children,Kidhome,Teenhome,Enroll_Age,Wines,Fruits,Meat,Fish,Sweets,Gold,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumDealsPurchases,NumWebVisitsMonth,Age,Family_Size,CampAccepted,Education,spend_per_unit_income,labels
7451,0,98777.0,0,0,0,8,1000,19,711,125,115,38,0,0,0,1,0,0,4,6,9,0,1,62,1,1,2.0,0.020328619010498396,2
11010,0,16269.0,1,1,0,9,19,3,18,3,1,0,0,0,0,0,0,0,3,0,3,3,8,38,2,0,3.0,0.002704530087897228,2
4356,1,71819.0,1,0,1,9,1224,28,140,0,14,168,0,0,0,1,1,0,3,3,5,3,6,51,3,2,1.0,0.021916206017906125,1
3885,1,33569.0,1,1,0,9,16,2,18,3,0,24,0,0,1,0,0,1,1,1,2,1,8,39,3,1,3.0,0.001876731508236766,0
1175,1,36262.0,0,0,0,9,88,39,54,64,28,153,0,0,1,0,0,1,3,5,3,1,6,39,2,1,2.0,0.011747835199382273,1
880,1,22634.0,0,0,0,9,2,23,11,8,6,46,0,0,0,0,0,0,2,1,2,1,8,56,2,0,0.0,0.004241406733233189,0
2320,1,47025.0,1,0,1,9,508,11,59,23,5,29,0,0,0,0,0,0,11,1,6,5,9,44,3,0,2.0,0.013503455608718767,0
850,0,70566.0,1,0,1,9,381,28,215,84,28,21,0,0,0,0,0,0,6,5,9,2,3,54,2,0,1.0,0.010727545843607402,2
4713,1,31605.0,1,1,0,10,74,0,42,2,1,6,0,0,0,0,0,0,2,1,4,2,7,43,3,0,3.0,0.003955070400253125,0
675,0,52034.0,2,1,1,9,146,0,93,7,13,73,0,0,0,0,0,0,4,2,5,5,7,49,3,0,2.0,0.006380443556136373,2
5025,0,48526.0,1,1,0,9,23,17,23,43,20,9,0,0,0,0,0,0,2,1,4,1,3,43,2,0,1.0,0.0027820137658162635,2
2308,1,46734.0,1,0,1,10,110,5,137,26,23,29,0,0,0,0,0,0,6,1,5,2,7,68,3,0,1.0,0.007061240210553345,0
5995,0,39552.0,2,1,1,10,165,3,147,4,24,41,0,0,0,0,0,1,6,2,5,7,8,60,3,0,1.0,0.009708737864077669,2
6749,0,86358.0,2,1,1,10,957,47,494,82,47,95,0,0,0,0,0,0,5,3,6,4,8,56,3,0,1.0,0.01994024873202251,2
1010,1,46931.0,3,2,1,8,41,0,17,3,1,16,0,0,0,0,0,0,1,1,3,2,3,45,5,0,1.0,0.00166201444674096,0
8977,0,16581.0,0,0,0,9,1,3,4,2,3,11,0,0,0,0,0,0,0,0,3,1,4,37,1,0,0.0,0.0014474398407816175,2
4756,0,63998.0,0,0,0,9,176,29,818,0,33,112,0,0,0,0,0,1,7,6,11,1,4,70,1,0,2.0,0.018250570330322822,2
3412,1,67381.0,1,0,1,9,815,8,53,11,0,70,0,0,0,1,0,0,2,2,9,4,7,71,3,1,2.0,0.014202816817797302,0
606,0,25930.0,2,1,1,9,6,1,2,2,0,4,0,0,0,0,0,0,1,0,2,1,7,55,3,0,1.0,0.0005784805244890089,2
5961,1,42693.0,1,1,0,8,8,4,20,6,3,16,0,0,0,0,0,0,1,0,3,1,5,44,3,0,1.0,0.0013351134846461949,0
2975,1,85606.0,1,0,1,10,717,42,864,219,30,84,1,0,0,0,0,0,6,7,9,2,3,46,3,1,1.0,0.022848865733710255,1
2894,0,72903.0,0,0,0,9,1067,138,750,0,19,39,1,0,0,1,1,1,7,5,8,1,4,37,1,3,1.0,0.02761203242664911,1
7613,1,49669.0,1,1,0,8,166,5,107,11,8,29,0,0,0,0,0,0,5,1,6,2,6,48,3,0,2.0,0.0065634500392599,0
10542,1,36778.0,2,1,1,10,29,4,34,2,4,4,0,0,0,0,0,0,3,0,3,3,9,54,4,0,3.0,0.002093642938713361,0
8015,0,85696.0,0,0,0,9,714,76,395,116,0,12,0,0,0,0,0,1,4,6,9,1,1,60,1,0,3.0,0.015321601941747573,1
10617,0,10979.0,0,0,0,8,8,4,10,2,2,4,0,0,0,0,0,0,3,0,3,2,5,33,1,0,2.0,0.0027324892977502505,2
11166,1,49678.0,1,0,1,9,229,5,56,3,2,20,0,0,0,0,0,0,6,2,4,2,7,61,3,0,1.0,0.0063408349772535125,0
849,1,56129.0,1,0,1,9,320,48,133,39,72,48,0,0,0,0,0,0,6,2,10,4,4,69,3,0,2.0,0.01175862744748704,0
523,1,37155.0,1,1,0,9,23,0,26,7,15,3,0,0,0,0,0,0,2,0,4,1,5,33,3,0,1.0,0.0019916565738124074,0
4066,0,21282.0,1,1,0,8,1,5,8,4,8,20,0,0,0,0,0,0,2,1,2,2,6,44,2,0,2.0,0.0021614509914481723,2
8414,0,33419.0,1,0,1,9,56,0,12,0,0,18,0,0,0,0,0,0,2,0,4,2,7,60,2,0,3.0,0.002573386396959813,2
819,0,63285.0,0,0,0,9,508,124,249,50,38,134,0,0,0,0,0,0,6,5,13,1,3,77,1,0,1.0,0.017429090621790315,2
4961,1,21255.0,1,1,0,8,29,0,25,2,2,3,0,0,0,0,0,0,2,1,4,4,4,48,3,0,2.0,0.002869912961656081,0
749,1,42162.0,1,1,0,9,46,7,59,2,4,27,0,0,1,0,0,1,3,1,3,2,6,41,3,1,1.0,0.003439115791470993,0
5430,1,54450.0,2,1,1,10,454,0,171,8,19,32,0,0,0,0,0,0,9,2,8,12,8,66,4,0,1.0,0.01256198347107438,0
7755,1,57744.0,1,0,1,9,350,3,39,0,0,19,0,0,0,0,0,0,9,1,4,2,8,68,3,0,3.0,0.007117622610141313,0
10525,0,26576.0,1,1,0,10,10,0,8,0,0,9,0,0,1,0,0,1,1,0,2,1,9,36,2,1,1.0,0.0010159542444310656,2
1453,0,57513.0,0,0,0,9,735,40,183,52,20,30,0,0,0,0,0,0,9,3,13,2,6,79,1,0,3.0,0.018430615686888183,2
8310,1,68142.0,1,0,1,10,897,126,196,91,112,37,0,0,0,0,0,0,10,4,7,3,6,58,3,0,1.0,0.021411170790408267,0
10710,1,7500.0,1,0,1,10,5,2,3,3,0,5,0,0,0,0,0,0,1,0,2,1,8,43,3,0,1.0,0.0024,0
5031,1,83145.0,0,0,0,10,777,35,731,39,137,114,0,0,0,0,1,1,5,9,11,1,2,48,2,1,1.0,0.022045823561248422,1
2613,1,54197.0,1,0,1,8,162,6,37,6,13,13,0,0,0,0,0,0,1,3,6,2,1,62,3,0,2.0,0.004372935771352658,0
213,0,23091.0,2,1,1,8,35,0,11,0,0,2,0,0,0,0,0,0,2,1,3,4,7,59,3,0,3.0,0.0020787319734961673,2
967,1,46049.0,2,1,1,9,342,9,112,19,14,19,0,0,0,0,0,1,5,2,9,10,7,46,4,0,1.0,0.011183739060565918,0
1077,1,56715.0,0,0,0,10,258,105,239,237,172,9,0,0,0,0,0,0,7,3,4,1,4,48,2,0,1.0,0.01798466014281936,0
7959,1,79410.0,0,0,0,8,658,80,483,123,13,13,0,0,0,0,0,0,3,2,5,1,1,61,2,0,1.0,0.017252235234857072,0
640,1,57304.0,1,0,1,9,356,80,329,138,17,106,0,0,0,0,0,0,7,6,10,2,5,71,3,0,1.0,0.01790450928381963,0
4252,1,44375.0,1,0,1,8,213,5,28,7,7,41,0,0,0,0,0,0,4,1,6,1,5,57,3,0,1.0,0.006783098591549296,0
8432,1,54450.0,2,1,1,10,454,0,171,8,19,32,0,0,0,0,0,0,9,2,8,12,8,66,4,0,1.0,0.01256198347107438,0
6218,1,59594.0,1,0,1,10,457,4,29,0,0,9,0,0,0,1,0,0,8,1,7,1,7,57,3,1,1.0,0.008373326173775883,0
6905,1,80685.0,0,0,0,10,241,45,604,34,26,54,0,0,0,0,0,0,6,4,10,1,2,28,2,0,1.0,0.01244345293425048,0
5922,1,40344.0,1,0,1,9,210,0,6,0,0,2,0,0,0,0,0,0,4,1,5,2,7,48,3,0,3.0,0.0054035296450525485,0
3598,1,62710.0,1,0,1,9,441,35,83,7,29,11,0,0,0,0,0,0,4,2,12,4,4,50,3,0,1.0,0.009663530537394355,0
6116,1,48985.0,1,0,1,9,19,13,18,10,7,8,0,0,0,0,0,0,1,1,3,1,3,54,3,0,2.0,0.0015310809431458609,0
6263,1,35322.0,3,1,2,10,28,9,37,12,7,13,0,0,0,0,0,0,2,0,4,3,8,54,5,0,1.0,0.003000962572900742,0
10486,1,77142.0,0,0,0,9,476,75,162,29,151,97,0,0,0,0,0,0,4,4,8,1,2,74,2,0,1.0,0.012833475927510305,0
2410,0,81657.0,0,0,0,8,364,40,425,158,60,50,0,0,0,0,0,0,3,4,8,1,1,53,1,0,1.0,0.013434243236954578,2
193,1,14421.0,0,0,0,8,0,0,2,3,3,8,0,0,1,0,0,0,1,0,2,1,5,26,2,1,0.0,0.0011094931003397823,0
3363,1,20130.0,0,0,0,8,0,6,3,7,6,12,0,0,0,0,0,0,1,0,3,1,8,48,2,0,2.0,0.0016890213611525087,0
8278,1,74214.0,0,0,0,10,863,83,547,86,99,33,0,0,0,0,0,0,8,2,5,1,5,32,2,0,3.0,0.023054949200959386,0
10660,1,66726.0,2,1,1,8,349,7,35,0,0,47,0,0,0,1,0,0,8,2,4,3,7,65,4,1,2.0,0.006564157899469472,0
8686,1,23724.0,1,1,0,9,5,23,15,0,18,14,0,0,0,0,0,0,2,0,3,2,8,43,3,0,0.0,0.003161355589276682,0
1604,1,47353.0,1,0,1,9,184,2,19,8,8,4,0,0,0,0,0,0,2,2,6,3,5,62,3,0,2.0,0.004751546892488332,0
5907,1,33444.0,2,1,1,10,8,0,8,0,0,2,0,0,0,0,0,0,1,0,2,1,8,70,4,0,2.0,0.0005382131324004305,0
10669,1,54386.0,1,0,1,9,277,21,64,62,21,25,0,0,0,0,0,0,3,2,10,2,3,41,3,0,1.0,0.008641929908432317,0
2918,0,28510.0,2,1,1,9,44,5,19,0,4,19,0,0,0,0,0,0,2,0,4,3,5,41,3,0,1.0,0.0031918625043844263,2
5735,0,90638.0,0,0,0,8,1156,120,915,94,144,96,0,0,0,0,1,0,3,4,10,1,1,31,1,1,2.0,0.027858072773009113,1
359,1,48070.0,1,0,1,9,373,14,83,6,9,19,0,0,0,0,0,0,8,2,6,3,7,72,3,0,1.0,0.010484709798210942,0
8387,1,43140.0,1,0,1,9,134,8,76,6,0,11,0,0,0,0,0,0,4,1,5,1,6,65,3,0,1.0,0.005447380621233194,0
1829,0,54959.0,1,0,1,9,1148,0,60,0,0,24,0,0,0,1,0,1,9,5,4,3,7,61,2,1,3.0,0.022416710638839862,1
3839,0,15056.0,2,1,1,9,6,12,3,21,6,40,0,0,0,0,0,0,2,2,3,5,5,64,3,0,0.0,0.005844845908607864,2
9392,0,26954.0,1,1,0,8,4,1,11,0,0,1,0,0,0,0,0,0,1,0,2,1,7,51,2,0,1.0,0.0006307041626474734,2
2292,0,22327.0,1,1,0,9,5,4,8,2,0,5,0,0,0,0,0,0,1,0,3,1,5,37,2,0,1.0,0.0010749316970484167,2
10466,1,44393.0,2,1,1,9,24,2,20,2,2,10,0,0,0,0,0,0,1,0,4,2,4,57,4,0,1.0,0.0013515644358344785,0
9855,0,62000.0,1,0,1,9,899,0,101,0,0,20,1,0,0,0,0,0,6,6,13,1,4,70,2,1,3.0,0.016451612903225808,2
4088,1,31497.0,1,0,1,10,108,1,28,13,1,4,0,0,0,0,0,0,3,1,4,2,8,60,3,0,3.0,0.004921103597167984,0
5231,1,45894.0,2,0,2,8,27,2,7,0,2,13,0,0,0,0,0,0,1,0,3,1,5,48,4,0,2.0,0.0011112563733821415,0
590,0,78579.0,0,0,0,10,816,66,549,216,66,99,0,0,0,0,0,1,5,6,4,1,3,52,1,0,2.0,0.023059596075287292,1
8732,0,67369.0,1,0,1,10,1298,0,70,37,14,42,0,0,0,1,1,1,7,4,10,4,4,53,2,2,2.0,0.02168653238136235,1
2315,0,58401.0,1,0,1,8,10,0,11,17,29,29,0,0,0,0,0,0,1,2,2,1,4,62,2,0,1.0,0.0016438074690501875,2
3515,0,62307.0,1,0,1,8,87,13,34,10,6,10,0,0,0,0,0,0,4,0,4,1,5,70,2,0,1.0,0.002567929767120869,2
2245,1,43641.0,2,1,1,9,57,2,51,4,2,23,0,0,0,0,0,0,2,1,4,3,6,53,4,0,2.0,0.0031850782521023807,0
6283,0,63841.0,1,0,1,9,635,15,100,20,7,131,0,0,0,0,0,0,9,3,9,1,6,54,2,0,2.0,0.014222834855343744,2
2246,1,46891.0,1,0,1,9,43,12,23,29,15,61,0,0,0,0,0,0,2,1,4,1,4,57,3,0,2.0,0.0039026678893604315,0
6606,1,70091.0,1,1,0,9,964,34,137,15,0,11,0,0,0,1,0,0,5,2,10,2,8,53,3,1,2.0,0.016564180850608495,0
5545,1,78075.0,0,0,0,8,572,8,259,34,35,80,0,0,0,0,0,0,3,5,5,1,1,50,2,0,3.0,0.01265449887928274,0
7342,0,59184.0,1,0,1,10,341,142,113,259,151,66,0,0,0,0,0,0,6,6,12,3,5,61,2,0,2.0,0.018113003514463367,2
837,1,54809.0,2,1,1,9,63,6,57,13,13,22,0,0,0,0,0,0,2,1,5,4,4,45,4,0,1.0,0.0031746610958054335,0
9500,1,58113.0,1,0,1,9,221,104,169,102,78,84,0,0,0,0,0,0,9,2,8,3,7,63,3,0,1.0,0.013043553077624628,0
3602,1,51412.0,1,0,1,9,140,3,29,4,5,14,0,0,0,0,0,0,3,2,4,2,4,64,3,0,2.0,0.0037928888197308022,0
234,0,15287.0,1,1,0,10,1,2,8,4,3,13,0,0,1,0,0,1,1,1,2,2,7,43,2,1,1.0,0.0020278668149407994,2
2995,1,66636.0,0,0,0,9,291,10,689,84,10,0,0,0,0,0,0,0,3,4,9,1,1,65,2,0,2.0,0.016267483042199413,0
1118,1,50965.0,1,0,1,9,544,13,85,8,6,29,0,0,1,0,0,0,10,4,5,3,8,66,3,1,2.0,0.013440596487785735,0
7789,1,84618.0,0,0,0,9,684,100,801,21,66,0,0,0,0,0,1,0,6,9,10,1,2,57,2,1,3.0,0.019759389255241202,1
3068,1,18351.0,0,0,0,9,1,12,9,0,14,7,0,0,0,0,0,0,2,0,3,1,7,32,2,0,1.0,0.002343196556045992,0
8955,1,40451.0,2,0,2,8,35,0,4,0,0,10,0,0,1,0,0,0,1,1,2,1,5,65,4,1,3.0,0.0012113421176237918,0
945,1,36317.0,1,0,1,9,87,3,25,3,2,13,0,0,0,0,0,0,3,0,4,2,7,57,3,0,1.0,0.0036621967673541316,0
5644,1,42213.0,1,0,1,9,309,3,24,4,3,20,0,0,0,1,0,0,5,1,7,2,7,65,3,1,1.0,0.008599246677563784,0
7192,1,65748.0,1,0,1,9,172,73,93,95,78,34,0,0,0,0,0,0,2,4,10,2,1,67,3,0,1.0,0.008289225527772708,0
2324,1,77044.0,1,0,1,9,625,38,242,50,34,76,0,0,1,0,0,0,7,11,11,2,4,50,3,1,1.0,0.013823269819843206,0
697,1,74918.0,0,0,0,9,972,59,913,25,19,59,0,0,0,0,1,0,5,9,6,1,3,53,2,1,1.0,0.027323206705998557,1
3439,1,56721.0,2,1,1,10,157,6,39,6,13,75,0,0,0,0,0,0,4,1,5,5,6,50,4,0,1.0,0.005218525766470972,0
1506,0,42160.0,2,1,1,9,48,9,45,3,15,20,0,0,0,0,0,1,2,1,4,4,6,47,3,0,1.0,0.003320683111954459,2
232,0,61559.0,1,0,1,9,279,83,88,32,14,34,0,0,0,0,0,0,4,2,10,1,3,57,2,0,1.0,0.008609626537143228,2
8876,1,33629.0,2,1,1,10,132,0,16,0,0,4,0,0,0,0,0,0,3,1,4,5,9,59,4,0,3.0,0.0045199084123821705,0
4500,1,68682.0,0,0,0,9,919,0,505,99,30,45,0,0,0,0,0,0,4,9,10,1,2,31,2,0,3.0,0.023266649194839988,0
9739,0,34377.0,1,0,1,9,62,0,22,3,1,26,0,0,0,0,0,0,2,2,2,2,7,59,2,0,1.0,0.0033161706955231697,2
10395,0,8940.0,1,1,0,10,1,45,3,4,6,42,0,0,0,0,0,0,3,1,3,3,8,36,2,0,0.0,0.011297539149888142,2
1176,1,26228.0,1,1,0,9,2,6,4,3,1,9,0,0,0,0,0,0,1,0,2,1,8,49,3,0,1.0,0.0009531798078389508,0
1627,0,77297.0,0,0,0,9,408,61,109,48,122,41,1,0,0,0,0,0,5,7,9,1,4,65,1,1,2.0,0.010207381916503874,2
938,1,40211.0,2,1,1,9,51,1,7,2,1,25,0,0,1,0,0,0,2,1,2,2,8,41,4,1,1.0,0.002163587078162692,0
2740,0,33438.0,2,1,1,9,62,1,16,3,2,6,0,0,0,0,0,0,2,1,4,4,5,64,3,0,3.0,0.002691548537591961,2
257,1,75032.0,1,0,1,9,952,12,180,47,12,12,0,0,0,0,0,0,5,4,9,2,3,63,3,0,3.0,0.016193090947862244,0
4058,0,61284.0,0,0,0,9,618,15,106,20,7,45,0,0,0,1,0,0,11,2,8,1,6,67,1,1,3.0,0.013233470400104431,2
7736,1,22518.0,1,1,0,10,11,7,12,2,2,27,0,0,1,0,0,1,2,1,2,2,5,36,3,1,1.0,0.002708943955946354,0
8210,1,54730.0,1,0,1,9,318,3,17,4,7,56,0,0,0,0,0,0,4,1,8,5,4,47,3,0,2.0,0.007399963456970583,0
833,1,38452.0,2,1,1,8,56,0,14,0,0,2,0,0,0,0,0,0,3,0,3,3,7,67,4,0,2.0,0.0018724643711640486,0
6230,0,44421.0,2,1,1,9,110,5,59,7,1,7,0,0,0,0,0,0,5,0,4,5,8,51,3,0,1.0,0.004254744377659215,2
7325,1,38197.0,1,1,0,9,23,0,11,2,1,3,0,0,0,0,0,0,1,0,3,1,5,36,3,0,3.0,0.0010472026598947561,0
1307,0,41986.0,1,0,1,8,27,5,8,8,3,12,0,0,0,0,0,0,3,0,4,3,4,44,2,0,1.0,0.0015005001667222407,2
1502,1,28427.0,1,1,0,9,18,3,19,3,3,6,0,0,0,0,0,0,2,0,3,2,8,39,3,0,1.0,0.001829246842790305,0
6211,1,37395.0,1,1,0,8,18,0,9,0,1,11,0,0,0,0,0,0,1,0,3,1,6,46,3,0,3.0,0.0010429201764941838,0
843,1,64722.0,1,1,0,8,303,0,280,60,147,15,0,0,0,0,0,0,8,2,11,4,6,51,3,0,1.0,0.012437810945273632,0
4174,1,55249.0,1,0,1,8,97,1,19,2,0,11,0,0,0,0,0,0,2,1,4,1,3,66,3,0,2.0,0.0023529837644120258,0
9757,1,84906.0,0,0,0,9,997,15,414,99,30,76,0,1,0,1,1,0,5,6,12,1,2,50,2,3,1.0,0.019209478717640685,1
6918,1,28691.0,1,1,0,9,5,4,13,8,0,4,0,0,0,0,0,0,1,0,3,1,8,33,3,0,1.0,0.0011850406050677913,0
286,0,44213.0,2,1,1,9,95,11,35,0,4,7,0,0,0,0,0,0,2,1,5,4,6,70,3,0,1.0,0.0034379028792436614,2
11086,0,25707.0,1,1,0,8,1,6,2,3,6,3,0,0,0,0,0,0,1,0,3,1,7,38,2,0,0.0,0.0008168981211343214,2
1921,1,59062.0,3,2,1,9,46,1,12,3,0,9,0,0,0,0,0,0,2,0,3,2,4,55,5,0,3.0,0.0012021265788493447,0
4138,0,76624.0,1,0,1,8,411,106,147,54,115,66,0,0,1,0,0,0,5,10,7,1,1,60,2,1,1.0,0.011732616412612236,2
7718,1,66000.0,0,0,0,8,244,51,270,101,0,45,0,0,0,0,0,0,1,3,5,1,1,75,2,0,2.0,0.010772727272727272,0
1291,1,27683.0,1,1,0,10,152,9,121,12,12,45,0,0,0,0,0,0,6,2,4,4,8,44,3,0,3.0,0.01267926164071813,0
6862,0,1730.0,0,0,0,8,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,15,20,51,1,0,1.0,0.004624277456647399,2
4136,0,7500.0,1,1,0,10,10,17,18,8,26,40,0,0,0,0,0,0,3,2,2,4,9,30,2,0,0.0,0.015866666666666668,2
803,1,40521.0,2,1,1,9,12,0,5,0,0,4,0,0,0,0,0,0,0,1,2,1,5,54,4,0,1.0,0.0005182497964018657,0
4298,1,20427.0,1,1,0,8,5,0,4,0,0,1,0,0,0,0,0,0,1,0,2,1,8,49,3,0,3.0,0.0004895481470602634,0
10833,1,65106.0,1,0,1,8,790,19,133,12,0,19,0,0,0,1,0,0,8,3,13,3,6,47,3,1,1.0,0.014944859152766258,0
9606,1,69969.0,0,0,0,9,882,29,514,38,29,44,1,0,0,0,1,1,4,2,6,1,3,57,2,2,3.0,0.021952578999271107,1
8534,1,67433.0,2,0,2,9,615,28,259,12,48,30,0,0,0,1,0,0,6,5,13,4,4,70,4,1,1.0,0.01471089822490472,0
5153,1,77766.0,1,0,1,9,1004,59,265,115,59,27,0,0,1,0,0,1,11,10,11,2,6,55,3,1,3.0,0.019661548748810535,1
961,1,74716.0,1,0,1,9,133,27,421,13,195,71,0,0,0,0,0,0,7,3,5,2,4,50,3,0,1.0,0.011510252154826275,0
5011,0,68118.0,1,0,1,9,595,23,123,10,23,154,0,0,0,0,0,0,8,9,4,2,6,59,2,0,1.0,0.013623418186088846,2
6653,1,55158.0,2,1,1,10,293,0,87,4,11,23,0,0,0,0,0,1,7,2,5,4,7,52,4,0,3.0,0.007578229812538526,0
9094,1,62972.0,1,0,1,10,313,15,47,20,0,192,0,0,0,0,0,1,7,4,3,2,6,67,3,0,2.0,0.00932160325223909,0
810,1,74190.0,1,0,1,8,151,81,86,168,91,64,0,0,0,0,0,0,4,2,11,2,2,47,3,0,1.0,0.008639978433751179,0
5493,1,39356.0,2,1,1,8,15,0,2,0,0,6,0,0,1,0,0,0,1,0,2,1,6,46,4,1,1.0,0.0005844089846529119,0
2147,1,76653.0,0,0,0,9,736,63,946,219,189,126,1,0,0,0,1,0,4,7,11,1,2,53,2,2,1.0,0.029731386899403807,1
5107,0,35860.0,2,1,1,8,15,0,8,4,2,20,0,0,1,0,0,0,1,1,2,2,5,49,3,1,3.0,0.0013664249860568878,2
3979,0,90687.0,0,0,0,9,982,17,672,23,34,51,0,0,0,0,1,1,6,2,8,1,2,39,1,1,3.0,0.019616924145687914,1
6049,1,73450.0,0,0,0,9,1142,51,415,90,69,37,1,0,1,0,0,0,7,8,11,1,3,40,2,2,2.0,0.024560925799863853,1
8147,1,31454.0,2,1,1,9,28,0,11,0,0,9,0,0,0,0,0,0,2,0,3,3,8,62,4,0,1.0,0.0015260380237807592,0
1857,0,47139.0,2,1,1,8,46,0,12,0,2,23,0,0,0,0,0,1,2,1,2,2,7,70,3,0,1.0,0.0017607501219796772,2
3910,0,83829.0,0,0,0,9,897,161,430,186,161,27,1,0,1,0,1,1,4,7,6,0,1,47,1,3,1.0,0.02221188371565926,1
5207,1,53378.0,2,1,1,10,489,6,152,8,6,132,0,0,0,0,0,1,9,4,6,10,8,59,4,0,3.0,0.014856307842182172,0
11114,1,19656.0,1,1,0,9,25,4,9,6,8,32,0,0,0,0,0,0,2,1,3,3,7,52,3,0,1.0,0.004273504273504274,0
5429,1,45579.0,1,0,1,9,145,1,33,2,1,1,0,0,0,0,0,0,4,1,4,1,6,74,3,0,3.0,0.00401500691107747,0
9400,0,85485.0,0,0,0,8,630,26,611,44,18,54,0,0,0,0,0,0,6,6,6,1,2,64,1,0,2.0,0.016178276890682575,2
1740,1,55956.0,0,0,0,8,760,38,104,50,9,38,0,0,0,1,0,0,7,3,4,2,4,78,2,1,1.0,0.01785331331760669,0
7488,0,64191.0,1,0,1,9,420,15,186,151,38,15,0,0,0,0,0,0,5,3,13,3,3,59,2,0,2.0,0.012852269009674254,2
195,0,38808.0,1,1,0,10,125,17,52,3,19,30,0,0,1,0,0,1,5,1,4,4,8,50,2,1,1.0,0.0063388991960420535,2
635,1,57183.0,2,1,1,9,464,5,64,7,0,70,0,0,0,0,0,0,9,1,7,8,8,56,4,0,2.0,0.01066750607698092,0
7527,0,23748.0,1,1,0,10,6,6,29,12,15,8,0,0,0,0,0,0,2,1,3,3,8,54,2,0,2.0,0.0032002694963786426,2
10319,1,66303.0,1,0,1,9,1090,12,96,16,12,60,0,0,0,1,0,0,3,4,11,4,8,51,3,1,1.0,0.01939580411142784,0
2296,1,37368.0,1,1,0,9,3,2,11,2,2,10,0,0,1,0,0,0,1,0,2,1,6,47,3,1,2.0,0.0008028259473346178,0
10637,1,40800.0,3,1,2,9,24,0,27,8,30,10,0,0,0,0,0,0,3,0,3,2,7,58,5,0,1.0,0.0024264705882352943,0
2931,0,71847.0,0,0,0,10,737,21,106,55,63,210,1,0,0,0,0,0,6,7,9,0,3,44,1,1,1.0,0.016590811028992163,2
907,1,46149.0,1,0,1,9,254,6,71,4,0,27,0,0,0,0,0,0,5,1,7,5,5,47,3,0,1.0,0.007844156969815164,0
3698,1,78687.0,0,0,0,10,817,185,687,145,55,241,0,0,0,0,1,1,4,6,8,1,2,39,2,1,1.0,0.027069274467192803,1
9516,0,49118.0,0,0,0,10,620,54,239,99,98,119,0,1,0,1,0,1,9,7,10,2,7,51,1,2,2.0,0.025021377091901137,1
679,1,37633.0,2,1,1,10,13,4,20,0,0,1,0,0,0,0,0,0,1,0,3,2,9,65,4,0,3.0,0.0010097520792921107,0
7384,1,39767.0,0,0,0,9,113,61,204,34,26,47,0,0,0,0,0,0,7,1,7,2,8,71,2,0,2.0,0.012196041944325697,0
5043,1,26997.0,0,0,0,10,7,23,78,133,49,144,0,0,0,0,0,0,4,2,5,2,7,71,2,0,0.0,0.016075860280771938,0
5267,0,33986.0,1,1,0,9,16,2,18,2,1,5,0,0,0,0,0,0,1,0,3,1,7,52,2,0,1.0,0.0012946507385393985,2
339,1,57091.0,1,0,1,10,462,0,24,6,0,4,0,0,0,1,0,1,9,2,5,2,7,50,3,1,3.0,0.008687884254961378,1
2516,1,46831.0,2,1,1,9,22,2,10,6,4,34,0,0,0,0,0,0,1,2,2,2,4,53,4,0,2.0,0.0016655634088531101,0
9010,1,83151.0,0,0,0,9,968,147,842,137,42,210,1,0,1,0,1,1,5,7,10,1,2,50,2,3,2.0,0.028213731644838907,1
378,1,52531.0,0,0,0,10,283,112,151,51,72,125,0,0,0,0,0,0,7,2,10,2,6,51,2,0,1.0,0.01511488454436428,0
4808,1,15759.0,0,0,0,9,1,2,5,6,0,3,0,0,0,0,0,0,1,0,2,1,7,66,2,0,1.0,0.0010787486515641855,0
5068,0,22804.0,1,1,0,9,14,1,7,2,1,1,0,0,0,0,0,0,2,0,2,1,9,51,2,0,1.0,0.0011401508507279424,2
7628,1,43050.0,1,1,0,8,30,5,24,6,3,8,0,0,0,0,0,0,2,0,4,2,5,49,3,0,2.0,0.0017653890824622532,0
7128,0,42997.0,2,1,1,9,4,0,5,0,1,5,0,0,0,0,0,0,1,0,2,1,7,45,3,0,3.0,0.0003488615484801265,2
2811,0,48918.0,2,1,1,8,52,0,9,0,0,1,0,0,0,0,0,0,1,0,4,2,4,59,3,0,3.0,0.0012674271229404308,2
3551,1,60033.0,1,0,1,8,62,1,57,19,11,48,0,0,0,0,0,0,2,1,5,2,2,68,3,0,2.0,0.0032981859977012644,0
1663,1,34043.0,1,1,0,9,20,2,14,3,0,10,0,0,0,0,0,0,2,0,2,1,9,44,3,0,3.0,0.0014393561084510766,0
5543,1,57811.0,1,0,1,9,545,7,114,37,21,78,0,0,0,1,0,0,7,2,11,5,5,56,3,1,1.0,0.013872792375153518,0
1577,1,78569.0,0,0,0,8,558,79,622,207,175,95,0,0,0,0,1,1,4,6,4,1,1,76,2,1,1.0,0.022095228397968663,1
10641,0,7500.0,2,1,1,10,6,5,4,13,4,25,0,0,0,0,0,0,2,1,3,4,6,44,3,0,1.0,0.0076,2
5336,1,157733.0,1,1,0,9,39,1,9,2,0,8,0,0,0,0,0,0,1,0,1,0,1,51,3,0,2.0,0.00037404981836394415,0
